Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
InDesign Basics for Beginners: Learn InDesign Quickly,www.udemy.com/course/indesign-basics-how-to-use-indesign-like-a-pro/,Dave Lappin,CA$24.99,CA$14.39,Rating: 4.1 out of 54.1 - (25),"[(/user/davelappin/, Dave Lappin)]",Design,Graphic Design,InDesign,282,English,"Learn how to use this powerful desktop publishing program from A to Z . Design brochures, flyers and more....easily!",8/2015,01/28/20
Blender 2.8x Eevee made easy,www.udemy.com/course/blender-28x-eevee-made-easy/,Joakim Tornhill,0,CA$34.99,Rating: 4.7 out of 54.7 - (3),"[(/user/joakim-tornhill/, Joakim Tornhill)]",Design,3D & Animation,Blender,16,English,How to master the render engine Eevee in all situations.,1/2020,01/28/20
LEED Green Associate l Practice Tests for LEED v4.1 GA,www.udemy.com/course/leed-green-associate-l-practice-tests-for-leed-v41-ga/,"Sherif Hammam , MBA –PMP–RMP-SPOC–LSSBB-Osha–LEED AP",CA$59.99,CA$14.39,Rating: 3.4 out of 53.4 - (17),"[(/user/sherifahmedhammam/, Sherif Hammam , MBA –PMP–RMP-SPOC–LSSBB-Osha–LEED AP)]",Design,Other,LEED,257,English,Our LEED Green Associate practice tests are a functional replica of the GBCI’s credential exam,1/2020,01/28/20
How to animate a basic shot ?,www.udemy.com/course/how-to-animate-a-basic-shot/,Animator's Checklist,"¥4,800","¥1,440",Rating: 4.3 out of 54.3 - (13),"[(/user/animators-checklist/, Animator's Checklist)]",Design,3D & Animation,Character Animation,60,English,Learn from an animation supervisor how to animate a shot in the production of a feature film,1/2019,01/28/20
"3D Master, from zero to hero Vol.5: Head Anatomy",www.udemy.com/course/master-3d-vol2-head-anatomy/,Mauricio García,"¥3,600","¥1,440",Rating: 4.6 out of 54.6 - (16),"[(/user/nelson-mauricio-garcia-arias/, Mauricio García)]",Design,Game Design,zBrush,211,English,Understands the bases of the Head Human Anatomy for the creation of high quality 3D characters.,9/2017,01/28/20
Designing for Productivity in the User eXperience,www.udemy.com/course/designing-for-productivity-in-the-user-experience/,Deborah J. Mayhew,"¥6,000","¥1,440",Rating: 4.1 out of 54.1 - (43),"[(/user/drdeborahjmayhew/, Deborah J. Mayhew)]",Design,User Experience,User Experience Design,717,English,Optimizing user efficiency in software and website user interface design,8/2013,01/28/20
Technical Drawing Advanced,www.udemy.com/course/technical-drawing-advanced/,Michael Neatu,"¥24,000","¥1,440",Rating: 0.0 out of 50.0 - (0),"[(/user/michael-neatu/, Michael Neatu)]",Design,Architectural Design,Technical Drawing,192,English,Learn Expert Architectural Technical Drawing Techniques And Abilities,2/2018,01/28/20
Complete Portrait and Figure Drawing (step-by-step),www.udemy.com/course/complete-portrait-and-figure-drawing-step-by-step/,Donelli DiMaria,"¥2,400","¥1,440",Rating: 3.4 out of 53.4 - (36),"[(/user/donellijdimaria/, Donelli DiMaria)]",Design,Graphic Design,Figure Drawing,322,English,This course teaches a step-by-step procedure to draw a figure or portrait in less than 40 minutes from life.,12/2014,01/28/20
Architectural Visualization in 3DS MAX & VRAY: 2 in 1,www.udemy.com/course/architectural-visualization-in-3ds-max-vray-2-in-1/,Anchit Kawaatra,"¥8,400","¥1,440",Rating: 4.1 out of 54.1 - (15),"[(/user/anchitkawaatra/, Anchit Kawaatra)]",Design,3D & Animation,V-Ray,130,English,"Make Photorealistic Interiors using 3ds Max, Vray, Marvelous Designer & Photoshop with 2 projects!",4/2018,01/28/20
VFX for ArchVIZ,www.udemy.com/course/vfx-for-archviz/,Alexander Minelli,0,"¥12,000",Rating: 0.0 out of 50.0 - (0),"[(/user/alexander-minelli-2/, Alexander Minelli)]",Design,3D & Animation,3D Rendering,0,English,Get Amazing ArchVIZ Demo REEL in 1 Month,11/2019,01/28/20
learn making vector art graphics from beginner to pro,www.udemy.com/course/learn-making-vector-face-art-from-beginner-to-pro/,AKshat soni,"¥3,000","¥1,440",Rating: 4.0 out of 54.0 - (8),"[(/user/63b711a6-3f1b-4ce3-b9f9-978b9253d5ca/, AKshat soni)]",Design,Graphic Design,Vector Graphic,"1,840",English,start learning from professionals and start making vectors today,4/2019,01/28/20
Step by step: Watercolor light in the forest,www.udemy.com/course/step-by-step-watercolor-light-in-the-forest/,Maria Smirnova,"¥3,000","¥1,440",Rating: 0.0 out of 50.0 - (0),"[(/user/maria-smirnova-8/, Maria Smirnova)]",Design,Other,Watercolor Painting,8,English,Watercolor for beginners,12/2019,01/28/20
Logo Design Masterclass.,www.udemy.com/course/logo-design-master-class/,Youssef Sanad,"¥12,000","¥1,440",Rating: 5.0 out of 55.0 - (1),"[(/user/youssef-sanad-3/, Youssef Sanad)]",Design,Graphic Design,Logo Design,17,English,Learn logo design in adobe illustrator cc.,10/2018,01/28/20
Canva Course 2019 | To Create Professional Pinterest Pins,www.udemy.com/course/canva-course-2019-to-create-professional-pinterest-pins/,archie HARRIS,"¥24,000","¥1,440",Rating: 4.4 out of 54.4 - (5),"[(/user/rachid-alaoui-8/, archie HARRIS)]",Design,Graphic Design,Canva,126,English,How to use Canva on Pinterest in 2019 and Create High Quality Pins,6/2019,01/28/20
Mastering Modifers in ProShow Producer,www.udemy.com/course/mastering-modifers-in-proshow-producer/,Jennifer Clark,"¥4,800","¥1,440",Rating: 4.9 out of 54.9 - (84),"[(/user/jenniferclark4/, Jennifer Clark)]",Design,Design Tools,ProShow,393,English,Learn how to create Animated Elements and Parenting Layers using Modifiers in ProShow Producer,2/2018,01/28/20
Create 3D Parallax Video Slideshow Easily in After Effects!,www.udemy.com/course/aftereffectsparallaxslideshow/,Maggie Osama,"¥18,000","¥1,440",Rating: 4.4 out of 54.4 - (50),"[(/user/maggieosama2/, Maggie Osama)]",Design,3D & Animation,After Effects,"6,374",English,A step by step course; creating 3D Parallax Slideshow using Adobe After Effects - After Effects Project File Included,11/2019,01/28/20
Learn 3D interior designs: Become Master in 3D design,www.udemy.com/course/masterin3ddesign/,Salaimanimagudam M.P,"¥22,200","¥1,440",Rating: 1.0 out of 51.0 - (1),"[(/user/salaimanimagudam/, Salaimanimagudam M.P)]",Design,Interior Design, ,27,English,Create your own 3D interior design for all type of building and become master in 3D architecture designing,3/2019,01/28/20
Building an E-Learning Course with Camtasia Studio 8,www.udemy.com/course/building-an-e-learning-course-with-camtasia-studio-8/,Packt Publishing,"¥10,200","¥1,440",Rating: 4.0 out of 54.0 - (16),"[(/user/packtpublishing/, Packt Publishing)]",Design,Design Tools,Camtasia,219,English,Successfully develop interactive e-learning courses by harnessing the cutting edge features of Camtasia Studio 8,10/2014,01/28/20
Adobe After Effects: Liquid Text Animation in After Effects,www.udemy.com/course/after-effects-liquid-text-animation/,Andrzej Pach,$49.99,$10.99,Rating: 4.7 out of 54.7 - (94),"[(/user/andrzejpach/, Andrzej Pach)]",Design,3D & Animation,After Effects,"2,061",English,"Learn Adobe After Effects. Basic Animation in Adobe After Effects, working with Text Animation and Motion Graphics",11/2019,01/28/20
Football Lighting Design w/ Camera using Dialux,www.udemy.com/course/football-lighting-design-w-camera-using-dialux/,Nelca Roco,$49.99,$10.99,Rating: 4.0 out of 54.0 - (37),"[(/user/nelca-roco/, Nelca Roco)]",Design,Design Tools,DIALux,145,English,This is a simple and easy to understand tutorial about design calculations for football lighting.,9/2018,01/28/20
Complex clothes in 1 hour (Marvelous Designer+3ds max),www.udemy.com/course/complex-clothes-in-40-minutes-marvelous-designer3ds-max/,Ivan Panasenko,$54.99,$10.99,Rating: 4.2 out of 54.2 - (57),"[(/user/ivanpanasenko/, Ivan Panasenko)]",Design,3D & Animation,3ds Max,"2,544",English,Series of video-lectures how to easily and in 1hour create clothes for character using 3ds max and MD.,9/2016,01/28/20
Architectural Illustrations,www.udemy.com/course/architectural-illustrations/,Scott Valentine,$29.99,$10.99,Rating: 3.5 out of 53.5 - (2),"[(/user/scott-valentine-7/, Scott Valentine)]",Design,Architectural Design,Illustration,18,English,Learn illustration techniques that will set you apart from the crowd.,4/2019,01/28/20
Typography: Learn the Foundation and Designs,www.udemy.com/course/typography-learn-the-foundation-and-designs/,Jestoni Esteban,$134.99,$10.99,Rating: 4.0 out of 54.0 - (30),"[(/user/jestoniesteban/, Jestoni Esteban)]",Design,Graphic Design,Typography,350,English,Learn the foundation of typography and basic of type designs,12/2017,01/28/20
GIMP 2.8/2.10 Intermediate: Free Graphic Design Software,www.udemy.com/course/gimp-intermediate-topics/,Brian Jackson,$19.99,$10.99,Rating: 4.2 out of 54.2 - (80),"[(/user/brianjackson13/, Brian Jackson)]",Design,Web Design,Graphic Design,"12,121",English,"Gnu Image Manipulation Program (GIMP) 2.8/2.10: Free GIMP Book/eBook covers: Self-publishing, memes and photo touchup",11/2018,01/28/20
Learn 3D Complete from Scratch in Blender Cinema 4D Unity C#,www.udemy.com/course/learn3dtoday/,"Karl M.,",$194.99,$10.99,Rating: 4.3 out of 54.3 - (77),"[(/user/38b18534-3928-4d5a-b83e-71eee02fbdf7/, Karl M.,)]",Design,3D & Animation,Blender,"3,206",English,Big 3D Class - Learn Cinema 4D Blender Unity C# from Scratch - This Class is for all People who are interested in 3D,1/2019,01/28/20
Become a ZBrush Master: Create Your Own 3D Elf Character,www.udemy.com/course/become-a-zbrush-master-create-your-own-3d-elf-character/,Alan Balodi,$94.99,$10.99,Rating: 4.8 out of 54.8 - (36),"[(/user/alan416/, Alan Balodi)]",Design,3D & Animation,zBrush,248,English,Step by Step Training to Creating Fun Cartoon Characters in zBrush!,12/2015,01/28/20
Master Blueprints in Unreal Engine 4 - Endless Runner,www.udemy.com/course/master-blueprints-in-unreal-engine-4-endless-runner/,ThunderSteed Ltd.,$19.99,$10.99,Rating: 4.3 out of 54.3 - (52),"[(/user/thundersteed/, ThunderSteed Ltd.)]",Design,3D & Animation,Unreal Engine Blueprints,904,English,Learn how to develop Blueprints to quickly create your own awesome next generation games using the brilliant UE4,3/2016,01/28/20
Rhino 3D Grasshopper Structure with connections,www.udemy.com/course/rhino-3d-grasshopper-structure-with-connections/,DCO GraphicStudio,$19.99,$11.99,Rating: 5.0 out of 55.0 - (1),"[(/user/dco-graphicstudio/, DCO GraphicStudio)]",Design,3D & Animation,Grasshopper 3d,16,English,how to create a wireframe structure using Grasshopper for Rhino 3D,6/2019,01/28/20
Photoshop: Quick & Easy Animation Like a Professional,www.udemy.com/course/animate-in-photoshop-easy-video-rotoscoping-animating/,Kristen Palana,$199.99,$10.99,Rating: 4.4 out of 54.4 - (65),"[(/user/kristenpalana/, Kristen Palana)]",Design,3D & Animation,Animation,"3,388",English,"Become an animator by the end of today even if you ""can't draw."" Take your videos to new heights using Adobe Photoshop",1/2019,01/28/20
Autodesk Revit 2019 Practice Tests,www.udemy.com/course/ar2019pt/,Enrique Galicia,$39.99,$10.99,Rating: 3.9 out of 53.9 - (10),"[(/user/enriquegalicia/, Enrique Galicia)]",Design,Design Tools,Revit,158,English,Practice your Knowledge and Modeling Skills,3/2019,01/28/20
More Than a Logo: Design a Brand Identity System,www.udemy.com/course/brand-identity-system-design-beyond-a-logo/,Ilya Lobanov,$39.99,$10.99,Rating: 4.4 out of 54.4 - (9),"[(/user/ilya-lobanov-3/, Ilya Lobanov)]",Design,Graphic Design,Business Branding,"3,137",English,Learn how I get a virtually 100% approval rate when presenting logo work to clients,11/2019,01/28/20
Lumion Advanced Lighting Techniques,www.udemy.com/course/lumion-advanced-lighiting-tecniques/,Thomas Soltren,$199.99,$10.99,Rating: 4.3 out of 54.3 - (8),"[(/user/thomas-soltren/, Thomas Soltren)]",Design,Architectural Design,Lumion,77,English,Learn how to Add Photo Realistic Lighting in Lumion,7/2019,01/28/20
Digital Illustration: Make A Custom Character Illustration,www.udemy.com/course/digital-illustration/,Cory Kensinger,$44.99,$10.99,Rating: 3.8 out of 53.8 - (27),"[(/user/cory88/, Cory Kensinger)]",Design,Graphic Design,Adobe Illustrator,"1,513",English,Learn How To Use Adobe Illustrator CC to Create Custom Designs & Illustrations For Your Online Products,11/2015,01/28/20
Convert an HTML Site to Wordpress for Better Search Rankings,www.udemy.com/course/convert-html-site-to-wordpress/,Andrew Williams,$94.99,$11.99,Rating: 4.1 out of 54.1 - (50),"[(/user/andrewwilliams17/, Andrew Williams)]",Design,Web Design,WordPress,513, English,Convert a static HTML site into a beautiful responsive mobile-friendly Wordpress site for better search engine rankings.,3/2019,01/28/20
Photoshop Tutorial - Video & Animation Masterclass,www.udemy.com/course/masterclass-working-with-video-and-animation-in-photoshop/,Infinite Skills,$49.99,$11.99,Rating: 4.6 out of 54.6 - (39),"[(/user/infiniteskills/, Infinite Skills)]",Design,Design Tools,Photoshop,"7,516",English,"Learn To Use Photoshop to Edit, Enhance And Add Amazing Effects And Corrections To Video And Animation.",1/2017,01/28/20
How to Make 6 Piece Dress without Patterns - Freehand Sewing,www.udemy.com/course/6-piece-dress-without-patterns-freehand-sewing/,Learn to Sew Academy,$19.99,$11.99,Rating: 4.0 out of 54.0 - (4),"[(/user/learn-to-sew/, Learn to Sew Academy)]",Design,Fashion,Sewing,37,English,Learn to cut and sew a 6-piece dress using freehand.,10/2018,01/28/20
Quickly Batch Export & Package Logo Files for Clients,www.udemy.com/course/quickly-batch-export-package-logo-files-for-clients/,Derrick Mitchell,$19.99,$11.99,Rating: 4.6 out of 54.6 - (107),"[(/user/derrickmitchell3/, Derrick Mitchell)]",Design,Graphic Design,Logo Design,"7,111",English,A step-by-step guide to professionally delivering your final artwork to clients,3/2019,01/28/20
Charming Illustrator Pansy Brushes for Sweet Pattern Repeats,www.udemy.com/course/illustrator-custom-pansy-brushes-for-pattern-repeats/,Delores Orridge Naskrent,$24.99,$11.99,Rating: 4.5 out of 54.5 - (1),"[(/user/delores-orridge-naskrent/, Delores Orridge Naskrent)]",Design,Graphic Design,Adobe Illustrator,9,English,Learn many Illustrator hidden features when you create custom brushes and a pattern repeat,11/2019,01/28/20
After Effects CC: Advanced Animation Techniques,www.udemy.com/course/after-effects-cc-advanced-animation-techniques/,Jonathon Parker,$199.99,$11.99,Rating: 3.8 out of 53.8 - (24),"[(/user/jonathon-parker/, Jonathon Parker)]",Design,3D & Animation,After Effects,944,English,Create Polished Proffesional Animations,10/2019,01/28/20
Revit Architecture Certified Professional 2019,www.udemy.com/course/revit-architecture-certified-professional-exam/,JafarSadiq Abdulla Mullaji,$24.99,$11.99,Rating: 3.5 out of 53.5 - (7),"[(/user/jafar-sadiq-abdulla-mullaji/, JafarSadiq Abdulla Mullaji)]",Design,Architectural Design,Revit,20,English,Exam Roadmap,5/2019,01/28/20
Graphic Design 2019 | Design 20+ Practical Projects,www.udemy.com/course/graphic-design-projects/,BlackBrick ©️,$199.99,$11.99,Rating: 4.2 out of 54.2 - (306),"[(/user/blackbrick-training/, BlackBrick ©️)]",Design,Graphic Design, ,"29,565",English,"Learn Graphic Design By Doing 20+ Practical Projects, Including: Social Media Posts, Logos, Ads, Banners & More!",1/2018,01/28/20
How to Draw Cute Illustrations Into Products,www.udemy.com/course/design-nursery-illustrations-that-sell/,Winda Lee,$39.99,$11.99,Rating: 4.1 out of 54.1 - (30),"[(/user/winda-lee/, Winda Lee)]",Design,Graphic Design,Surface Pattern Design,137,English,Discover How To Draw Cute illustrations From Scratch to Products,9/2019,01/28/20
Design Your Collection of GIFs in Procreate 5,www.udemy.com/course/design-your-collection-of-gifs-in-procreate-5/,Iva Mikles,0,$19.99,Rating: 5.0 out of 55.0 - (1),"[(/user/iva-mikles/, Iva Mikles)]",Design,Other,Procreate Digital Illustration App,6,English,Animated Illustrations,1/2020,01/28/20
Master Tattoo Class,www.udemy.com/course/tattooclesson/,Kevo aregbe,$29.99,$11.99,Rating: 3.4 out of 53.4 - (26),"[(/user/kevo-aregbe/, Kevo aregbe)]",Design,Other,Tattoo Art,104,English,Artists Course on Tattooing,2/2019,01/28/20
Font Making Made Easy,www.udemy.com/course/font-making-made-easy/,Nemana P,$119.99,$11.99,Rating: 5.0 out of 55.0 - (1),"[(/user/nemana/, Nemana P)]",Design,Graphic Design,Font Design,15,English,Illustrator | Fontself,7/2018,01/28/20
Create Your Business Website Without Code (With Squarespace),www.udemy.com/course/create-your-business-website-without-code-with-squarespace/,Jared Gold,0,$99.99,Rating: 4.6 out of 54.6 - (99),"[(/user/jaredgold2/, Jared Gold)]",Design,Web Design,Squarespace,"2,294",English,Follow along as I work side-by-side with a real client to create and launch her business website from scratch.,11/2016,01/28/20
Designing Massive Mech in 3D Coat,www.udemy.com/course/designing-massive-mech-in-3d-coat/,Anton Tenitsky,$29.99,$11.99,Rating: 3.5 out of 53.5 - (2),"[(/user/tenitskygmailcom/, Anton Tenitsky)]",Design,3D & Animation,Concept Art,48,English,Learn hard-surface modeling with voxels,2/2019,01/28/20
Photoshop For Absolute Beginners,www.udemy.com/course/master-photoshop-go-from-zero-to-pro/,DP Tuts,$74.99,$11.99,Rating: 5.0 out of 55.0 - (16),"[(/user/dp-tuts/, DP Tuts)]",Design,Graphic Design,Photoshop,171,English,Become pro in Photoshop without any previous knowledge with this easy to follow course,1/2019,01/28/20
Designing with Colour,www.udemy.com/course/designing-with-colour/,Bernay Laity,$84.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/bernay-laity/, Bernay Laity)]",Design,Interior Design, ,13,English,"Planning Interior Colour Schemes with Skill, Confidence and Creativity",11/2019,01/28/20
Affinity Designer For Beginners,www.udemy.com/course/affinity-designer-for-beginners/,Stone River eLearning,$49.99,$11.99,Rating: 4.0 out of 54.0 - (178),"[(/user/marktrego/, Stone River eLearning)]",Design,Design Tools,Affinity Designer,"1,365",English,"Affinity Designer is the new, affordable Mac App that can replace your expensive Adobe Creative Suite.",2/2017,01/28/20
Final Cut Pro X Training,www.udemy.com/course/final-cut-pro-x-training/,John Lynn,$19.99,$11.99,Rating: 4.2 out of 54.2 - (131),"[(/user/johnlynn/, John Lynn)]",Design,Design Tools,Final Cut Pro,"1,394",English,Learn the critical fundamentals of Final Cut Pro X with exercise driven training videos and project files.,4/2016,01/28/20
After Effects CC: Create Stunning Video Transitions Quickly!,www.udemy.com/course/after-effects-cc-video-transitions-motion-graphics/,Video Course Center Inc.,$19.99,$11.99,Rating: 4.6 out of 54.6 - (17),"[(/user/videocoursecenter/, Video Course Center Inc.)]",Design,3D & Animation,After Effects,"6,563",English,Design professional video transitions in After Effects & create awesome Motion Graphics for your video transitions,5/2019,01/28/20
Introduction: Make and Sell Custom Shirts w/ Merch by Amazon,www.udemy.com/course/merchbyamazonintro/,Chris Green,0,$19.99,Rating: 3.9 out of 53.9 - (953),"[(/user/chrisgreen21/, Chris Green)]",Design,Fashion,Merch By Amazon,"25,775",English,Merch by Amazon allows anyone with a computer to offer their designs for sale on Amazon as print on demand shirts.,9/2016,01/28/20
​The Complete 2D Unity & AI for Games with Algorithms Course,www.udemy.com/course/unity2dai/,"Mammoth Interactive, John Bura",$199.99,$11.99,Rating: 4.6 out of 54.6 - (10),"[(/user/mammoth-interactive/, Mammoth Interactive), (/user/johnbura/, John Bura)]",Design,Game Design,Pixel Art,131,English,Development & design in Unity 2017! Artificial intelligence & 2 massive projects + eBook & mini examples along the way!,5/2018,01/28/20
Adobe Photoshop CC | The Essential Guide,www.udemy.com/course/adobe-photoshop-cc-the-essential-guide/,Paolo Ocampo,$19.99,$11.99,Rating: 4.8 out of 54.8 - (9),"[(/user/paoloocampo/, Paolo Ocampo)]",Design,Graphic Design,Photoshop,282,English,An easy to follow STEP BY STEP guide to Mastering Adobe Photoshop CC.,5/2015,01/28/20
"Autodesk Inventor as a Pro, use Skeleton Modelling.",www.udemy.com/course/autodesk-inventor-as-a-pro-use-skeleton-modelling/,Joris Steurs,$19.99,$11.99,Rating: 4.4 out of 54.4 - (2),"[(/user/joris-steurs/, Joris Steurs)]",Design,Design Tools,CAD Software,7,English,Get maximum productivity from your investment by applying this modeling technique.,12/2019,01/28/20
Understanding Water and Waste Management,www.udemy.com/course/water-and-waste-management/,James McGregor,$29.99,$11.99,Rating: 3.6 out of 53.6 - (12),"[(/user/james-mcgregor-5/, James McGregor)]",Design,Other,Waste Management,48,English,Design and Construction Techniques for Efficient Maintenance,6/2017,01/28/20
Facebook Ad Creatives Workshop 2019,www.udemy.com/course/facebook-ad-creatives-workshop/,Damon Nelson,$79.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/damon-nelson/, Damon Nelson)]",Design,Design Tools,Ad Design,11,English,Discover: the best way to find the top performing ads on Facebook and recreate them for your own products and services,10/2019,01/28/20
"Paint, Refinish, and Reupholster Furniture: Table and Chairs",www.udemy.com/course/paint-refinish-and-reupholster-kitchen-table-and-chairs/,Ashley Blake,$74.99,$11.99,Rating: 4.8 out of 54.8 - (3),"[(/user/ashley-blake-10/, Ashley Blake)]",Design,Other,Crafting,24,English,Tackle bigger furniture projects with confidence! Learn an easy way to refinish a dining set with basic upholstery.,2/2019,01/28/20
The Ultimate Canva Graphic Design Course,www.udemy.com/course/the-ultimate-canva-graphic-design-course/,Sasha Miller,$49.99,$11.99,Rating: 4.3 out of 54.3 - (28),"[(/user/sasha-miller/, Sasha Miller)]",Design,Graphic Design,Canva,"4,657",English,Easy Graphic Design For Personal & Business Branding Using Canva's Free Tool • Perfect for Beginners & Business Owners,7/2018,01/28/20
SolidWorks 2018 Surface Design and Analysis,www.udemy.com/course/solidworks-2018-surface-design/,Filip Gorzka,0,$29.99,Rating: 4.3 out of 54.3 - (2),"[(/user/filip-29/, Filip Gorzka)]",Design,Design Tools,SOLIDWORKS,6,English,Surface Design and Analysis,3/2019,01/28/20
Technical Drawing Mastery,www.udemy.com/course/technical-drawing-mastery/,Michael Neatu,$199.99,$11.99,Rating: 5.0 out of 55.0 - (1),"[(/user/michael-neatu/, Michael Neatu)]",Design,Architectural Design,Technical Drawing,63,English,Master Architectural Technical Drawing Techniques And Abilities,2/2018,01/28/20
Introduction to 3Ds Max,www.udemy.com/course/3dsmax-introduction/,"Alireza Etemadi | Marketing Strategy Expert |, Pouya Eti • Digital Marketing Expert",$64.99,$11.99,Rating: 4.6 out of 54.6 - (35),"[(/user/alireza-etemadi/, Alireza Etemadi | Marketing Strategy Expert |), (/user/pouyaet/, Pouya Eti • Digital Marketing Expert)]",Design,3D & Animation,3ds Max,"1,560",English,series of courses from beginner to professional and money making level,11/2018,01/28/20
The Complete Introduction to Materials in Unreal,www.udemy.com/course/3dmotive-the-complete-introduction-to-materials-in-udk/,3dmotive LLC,$19.99,$11.99,Rating: 4.1 out of 54.1 - (20),"[(/user/donott/, 3dmotive LLC)]",Design,Game Design,Unreal Engine,474,English,"A thorough introductory walkthrough of materials and shaders in UDK, ranging from very basics to advanced!",9/2016,01/28/20
Learn Drawing Basics,www.udemy.com/course/learn-drawing-basics/,Hailey Smith,$19.99,$11.99,Rating: 4.3 out of 54.3 - (15),"[(/user/haileysm/, Hailey Smith)]",Design,Graphic Design,Drawing,694,English,Learn the principles of drawing through two point perspective drawing,10/2018,01/28/20
How to Design Game Levels &Adventures for Video and Tabletop,www.udemy.com/course/how-to-design-levels-and-adventures-for-games/,Lewis Pulsipher,0,"¥4,200",Rating: 4.0 out of 54.0 - (17),"[(/user/drlewispulsipher/, Lewis Pulsipher)]",Design,Game Design,Level Design,168,English,"How to design entertaining episodes for video and tabletop games: levels, stages, adventures, scenarios, missions . . .",6/2018,01/28/20
"Concept Art Creation using 3Ds Max, Photoshop, and Unreal",www.udemy.com/course/concept-art-creation/,Victory3D LLC,"¥5,400","¥1,380",Rating: 4.3 out of 54.3 - (8),"[(/user/corazonbryant/, Victory3D LLC)]",Design,Game Design,Concept Art,65,English,"3D Modeling and Digital Painting an Environment Concept Art using 3Ds Max, Photoshop, and Unreal Engine",11/2018,01/28/20
Web Design - Learn to Build a Responsive Website in 3 Hours,www.udemy.com/course/website-design/,"Josh Gwin, MBA","¥11,400","¥1,440",Rating: 4.7 out of 54.7 - (58),"[(/user/joshgwin/, Josh Gwin, MBA)]",Design,Web Design, ,"6,851",English,Freelance Web Design - Learn how to build an amazing website with ZERO experience for your business or clients.,3/2018,01/28/20
Game Playtesting: the Heart of Game Design,www.udemy.com/course/game-playtesting/,Lewis Pulsipher,0,"¥3,600",Rating: 4.3 out of 54.3 - (3),"[(/user/drlewispulsipher/, Lewis Pulsipher)]",Design,Game Design, ,37,English,"Playtesting: when, how, why, what to do (and not do)",6/2019,01/28/20
Intro to Moho Pro/Anime Studio 2D Illustration-Animation,www.udemy.com/course/moho-pro-illustration-rigging-and-animation-introduction/,Brian Jackson,"¥2,400","¥1,380",Rating: 4.5 out of 54.5 - (75),"[(/user/brianjackson13/, Brian Jackson)]",Design,Graphic Design,2D Animation,"5,230",English,"Introduction to Moho Pro (Anime Studio): 2D illustration, rigging and animation for beginners",10/2017,01/28/20
15  Motion Graphic Elements in After Effect (Series 2),www.udemy.com/course/15-motion-graphic-elements-in-after-effect-series-2/,HU Shahir,"¥3,600","¥1,380",Rating: 3.8 out of 53.8 - (10),"[(/user/hushahir/, HU Shahir)]",Design,Graphic Design,Motion Graphics,111,English,"Mastering Creating of Motion Graphic Elements in After Effect Series of Course , 15 Elements with Project File .",4/2017,01/28/20
3D Printing for Entrepreneurs,www.udemy.com/course/3d-printing-for-entrepreneurs/,John Bura,"¥2,400","¥1,380",Rating: 3.3 out of 53.3 - (56),"[(/user/johnbura/, John Bura)]",Design,3D & Animation,Entrepreneurship Fundamentals,320,English,Join the 3D revolution today !,9/2014,01/28/20
Creating Pop Out Photos in photoshop.,www.udemy.com/course/creating-pop-out-photos-in-photoshop/,Denis Lemay,"¥2,400","¥1,380",Rating: 4.4 out of 54.4 - (11),"[(/user/denis-lemay/, Denis Lemay)]",Design,Design Tools,Photoshop,"1,165",English,Pop out effects in photoshop.,10/2019,01/28/20
Master Elementor in 1 hour - The #1 WordPress Page Builder,www.udemy.com/course/master-elementor-in-1-hour/,Divit Mehta,"¥3,600","¥1,380",Rating: 3.9 out of 53.9 - (36),"[(/user/divit-mehta/, Divit Mehta)]",Design,Web Design,Elementor,604,English,Elementor for Beginners: Create WordPress websites using Elementor. No WordPress or Elementor Experience Required!,5/2018,01/28/20
Modeling a Theme Park Ride in 3d with Maya (Beginner),www.udemy.com/course/virtualdreamz-modeling-theme-park-ride-maya/,Virtual Dreamz,"¥2,400","¥1,380",Rating: 4.8 out of 54.8 - (41),"[(/user/virtualdreamz/, Virtual Dreamz)]",Design,3D & Animation,Maya,979,English,Learn how to utilize various 3d modeling tools and methods in Maya to create a fun theme park ride - a ROLLER COASTER!,4/2017,01/28/20
Adobe XD Mobile & Web UX/UI for Dummies: Quick Crash Course!,www.udemy.com/course/adobe-xd-mobile-web-uxui-for-dummies-learn-in-3-hours/,Abhilash Nelson,"¥16,800","¥1,380",Rating: 4.6 out of 54.6 - (7),"[(/user/abhilash-nelson/, Abhilash Nelson)]",Design,User Experience,Adobe XD,"1,519",English,Learn everything to get started with stunning prototypes and UX/UI Design in Adobe XD in few hours!,6/2019,01/28/20
Prop modeling and texturing in Maya ZBrush Substance Painter,www.udemy.com/course/prop-modeling-and-texturing-in-maya-zbrush-substance-painter/,Edrey Aldana,"¥10,200","¥1,380",Rating: 2.0 out of 52.0 - (1),"[(/user/edrey-aldana/, Edrey Aldana)]",Design,3D & Animation,Maya,8,English,"Learn the complete process creating props for games and animation with Maya, ZBrush and Substance Painter 2019",1/2020,01/28/20
Fashion management: Essential Guide to the Fashion Business,www.udemy.com/course/fashion-management-essential-guide-to-the-fashion-business/,E-learning Fashion School,0,"¥6,000",Rating: 3.7 out of 53.7 - (12),"[(/user/ielfs/, E-learning Fashion School)]",Design,Fashion, ,29,English,What is fashion. How fashion business works. Who is who in a fashion world.,9/2015,01/28/20
